Date,Open,High,Low,Close,Adj Close,Volume
2019-09-06,274.149994,277.730011,274.010010,275.619995,275.619995,262200
2019-09-09,277.260010,277.559998,266.000000,268.779999,268.779999,345600
2019-09-10,267.079987,269.820007,261.929993,269.820007,269.820007,526300
2019-09-11,270.100006,273.989990,268.429993,273.959991,273.959991,327300
2019-09-12,276.089996,278.579987,274.239990,276.649994,276.649994,224800
2019-09-13,279.000000,279.250000,274.359985,277.459991,277.459991,320100
2019-09-16,275.779999,277.730011,274.049988,277.410004,277.410004,234800
2019-09-17,277.029999,281.269989,277.029999,281.070007,281.070007,213600
2019-09-18,281.500000,289.980011,280.519989,283.000000,283.000000,469400
2019-09-19,283.799988,288.339996,282.769989,285.010010,285.010010,275200
2019-09-20,286.000000,286.130005,281.619995,282.290009,282.290009,493500
2019-09-23,279.459991,279.700012,271.869995,273.440002,273.440002,574800
2019-09-24,273.429993,274.489990,267.940002,268.320007,268.320007,536100
2019-09-25,267.880005,272.790009,267.880005,270.989990,270.989990,440300
2019-09-26,249.800003,254.699997,239.750000,245.710007,245.710007,1828900
2019-09-27,239.000000,247.000000,238.000000,242.119995,242.119995,877800
2019-09-30,242.119995,244.720001,240.440002,242.970001,242.970001,513600
2019-10-01,243.259995,245.000000,237.500000,240.070007,240.070007,488100
2019-10-02,238.080002,240.240005,234.750000,235.979996,235.979996,503400
2019-10-03,235.649994,239.009995,233.250000,238.190002,238.190002,491000
2019-10-04,239.000000,241.440002,237.610001,241.039993,241.039993,248100
2019-10-07,240.369995,241.389999,239.089996,239.440002,239.440002,337600
2019-10-08,237.929993,237.929993,233.089996,234.279999,234.279999,483500
2019-10-09,236.630005,242.649994,235.679993,240.919998,240.919998,407100
2019-10-10,240.449997,242.990005,238.619995,241.429993,241.429993,299600
2019-10-11,245.529999,247.550003,243.729996,245.300003,245.300003,526000
2019-10-14,244.979996,246.820007,243.589996,244.020004,244.020004,228000
2019-10-15,245.809998,247.729996,244.839996,246.199997,246.199997,393100
2019-10-16,246.490005,249.000000,244.869995,248.949997,248.949997,329500
2019-10-17,249.729996,252.960007,248.410004,251.770004,251.770004,277100
2019-10-18,251.630005,253.809998,249.619995,249.740005,249.740005,472200
